listing_id,id,date,reviewer_id,reviewer_name,comments
9501054,9.52884E+17,07-08-2023,380508737,Patrick,Gregg was a great host the place was very private and clean I felt comfortable and there was more then enough amenities there this was the 2nd air BNB I ever rented and it was the best one so far I will definitely stay there again for sure
9501054,9.56513E+17,12-08-2023,162895451,Pamela,Gregg is a wonderful host. I always enjoy my stay.
9501054,9.66016E+17,25-08-2023,263086463,Greg,Gregg was very easy to get in touch with and he quickly accommodated some requests I had - a real super host! :)
9501054,9.68189E+17,28-08-2023,519044092,Reginald,"Felt Right At Home At Gregg’s. I Loved How He Let Me Be, I Felt Free, At Other Air BNBs I’ve Felt Micromanaged And It’s Frustrating. I Seen Gregg One Time We Had A Small Conversation And We Was On Our Way. He Offered Help Anytime I Needed, I Never Needed It But I Know He Would’ve Supplied It.He Had Everything Fully Stocked, The Space Is Huge. It’s Better In Person. I’ll Definitely Be Renting Again. The Place Is In Walking Distance Of The Greyhound And Central Ave. Where Everything Pretty Much Is."
9501054,9.73187E+17,04-09-2023,81454408,Darlene,Convenient to the highway and to state offices. A great place for a overnight stop on a road trip.  Is exactly as advertised and Gregg is a great host
9501054,9.78967E+17,12-09-2023,335915833,Brian,"Excellent location one block from Empire State Plaza. Old building, but well maintained and clean. Neighborhood felt transitional, but no significant safety concerns. Be sure to ask host about arrangements for a street parking pass and pay close attention to the parking signs, especially on Sunday and Monday night."
9501054,9.80519E+17,14-09-2023,100516164,Pierre,Le logement de Gregg est très agréable. La chambre ressemble plus à un studio de part sa grandeur et son aménagement ! Nous avons passé un très bon séjour chez Gregg
9501054,9.83315E+17,18-09-2023,489970016,Florian,"Kommunikation war gut. Unterkunft ist groß, hat ein eigenes Bad, Kühlschrank, alles da. Die Unterkunft ist auch fast ganz sauber. Allerdings ist sie Parterre, was sie sehr dunkel macht. Und das Foto zeigt das Hauseingang, nicht den Wohnungseingang. Das ist ungenau."
9501054,9.92117E+17,30-09-2023,84992151,David,"If you are looking for a place that’s quiet, clean, has a comfortable bed and close to the convention hall, look no further. This Airbnb is marked in my book as the place to stay. We own 6 Airbnbs and know a good one when we see it."
9501054,1.00001E+18,11-10-2023,428020731,Barry,Gregg is the best! You'd be foolish to not stay at his place. Given it is right at the empire state plaza it is not noisy at all! And 250 ft from the friendliest bar/ restaurant in town. 6 stars!
9501054,1.0233E+18,12-11-2023,534014586,Rodrigo,Gregg is a super host. Everything was perfect
9501054,1.02912E+18,20-11-2023,269326996,Geoffrey,"Gregg's place was a great choice for my stay in Albany. The location is walkable, easy to access from transit, and feels safe. The room was clean, comfortable, and spacious. The fridge and microwave are great features as well. Gregg is responsive and he made sure I was enjoying my stay."
9501054,1.03845E+18,03-12-2023,538231413,David,Was in town for a couple nights to watch Siena and Albany basketball. Would stay there again.
9501054,1.05665E+18,28-12-2023,530387686,Harold,As before great place to stay any problems Gregg wa there to help very very comfortable peaceful just what I want will recommend Gregg to anyone thanks Gregg see you in About 6 weeks Harry
9501054,1.06742E+18,12-01-2024,162895451,Pamela,It’s always a great stay. Gregg is a fantastic host.
9501054,1.07467E+18,22-01-2024,154971271,Jeannie,"This is the 2nd time I’ve stayed with Gregg and he is the best host I’ve ever stayed with! Very thoughtful, helpful and caring. I’m already planning another stay within the next few months. I cannot recommend this place enough!! ⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️"
9501054,1.09289E+18,16-02-2024,162895451,Pamela,It’s always a good stay at Gregg’s. He’s an excellent host and always available if anything comes up.
9501054,1.09424E+18,18-02-2024,9639030,Tiana,"Great place, location and value. Gregg was commuicative and i would both return and recommend!"
9501054,1.10221E+18,29-02-2024,323635882,José,"Good place to stay for a few nights. Room has ample space and most of what is necessary for eating (but not cooking) food and resting. Stayed for a few nights in winter and the room felt cold, so I had to keep a small electric heater running all the time, as the radiators did not work. There were some cobwebs behind the bed and some dust on the surface of furniture. It felt like sleeping in an antique shop, but overall a good experience, for a reasonable value. I did expect at some point to be able to wash my dish in the kitchen but it was not available, so at the owner's instructions, washed my dish in the bathroom sink which was a bit odd. Gregg was nice and generally, a good host."
9501054,1.10592E+18,05-03-2024,107793022,Jake,"Very nice spot in reasonable distance from Capitol area. Not the ritz, but perfectly suitable for an easy place to crash for a night or two. Gregg was great!"
9501054,1.10735E+18,07-03-2024,110525850,John,Gregg was very responsive to my request to check in an hour early and also to my request for restaurant recommendations. Helpful in every way.
9501054,1.1102E+18,11-03-2024,548017888,Jamie,very nice place and host
9501054,1.11099E+18,12-03-2024,107793022,Jake,"Second time I stayed at Greggs and unfortunately this one was not as pleasant. There was an immediate cigarette smell walking inside that remained inside the room. That plus a very large, yellow stain on the bathroom rug made this a considerably less nice experience."
9501054,1.11237E+18,14-03-2024,5928256,Brian,Gregg was friendly and communicated well before and during the stay. The place was as described and suited my needs well.
9501054,1.1203E+18,25-03-2024,189427818,Andy,Very lovely neighbourhood with lots of great food!
9501054,1.12321E+18,29-03-2024,162895451,Pamela,Always my first choice of AirBnbs in Albany. Gregg is an excellent host.
9501054,1.12538E+18,01-04-2024,206936149,Alison,Nice room in historic neighborhood close to downtown.
9501054,1.12688E+18,03-04-2024,8695303,Garrett,"I was only stopping over in Albany for the evening, but it was a lovely place to get a good night's sleep. Spacious and cozy!"
9501054,1.1283E+18,05-04-2024,569697460,Sandra,"Great stay, perfect room. It has a private entrance and bath and all the essentials. It feels like a mini studio. Would recommend."
9501054,1.13704E+18,17-04-2024,74350927,Karen,"Gregg""s place is excellent especially if you're going to an event at the MVP Arena which is about a 10 minute walk. I am definitely booking Gregg's place again. It's a nice old row house, I loved it!"
9501054,1.13769E+18,18-04-2024,162895451,Pamela,Thanks Gregg for the stay!! Always great.
9501054,1.14787E+18,02-05-2024,138044738,Marguerite,"Nice space, very helpful host, will stay again."
9501054,1.15436E+18,11-05-2024,162895451,Pamela,A great place to stay! Gregg is a very kind and thoughtful host!
9501054,1.16097E+18,20-05-2024,302742926,Constant,Fabulous host and informative. Easy to get to and great location. Would book again. Thank you 😊
9501054,1.16314E+18,23-05-2024,7312789,Alyssa,Gregg is an excellent host and the location was perfect! <br/>10 -15 min walk through the concourse to the LOB and Capitol. Tucked away just off the action. Was quiet and comfortable and had everything I needed. Highly recommend!
9501054,1.16961E+18,01-06-2024,91514925,Ryan,"For a cozy room in a nice area with great food nearby, this was a good deal I would stay again if I return to Albany."
9501054,1.17831E+18,13-06-2024,372721384,Ashley,"Space looked like the photos, but the neighborhood felt a little unsafe at times as two young women walking around (specifically after dark)<br/>The bathroom door does not latch all the way which made it feel less private"
9501054,1.18127E+18,17-06-2024,241511573,Isaiah,Was a great stay
9501054,1.19138E+18,01-07-2024,539290151,Dillan,"Really nice place to stay, comfortable, reliable and easy to access. This place has everything you need if you are planning on staying here for some time to visit Albany."
9501054,1.1986E+18,11-07-2024,346297796,Takim,Gregg was a great host this is a great space to be in and I will be back whenever I can
9501054,1.20586E+18,21-07-2024,586179339,Edward,"Great location, I came for an event at the Capital Center and it was super easy to get to. The room was nice and spacious and Gregg was really nice to talk with!"
9501054,1.21311E+18,31-07-2024,132886160,Anh,"Great location, close to downtown, easy to walk around. The room is a bit vintage but functional and has everything you need for a short term stay. Overall, a good place to stay!"
9501054,1.21381E+18,01-08-2024,317811312,Melisa,It was great to spend the night. Very private and Gregg was a great host.
9501054,1.23342E+18,28-08-2024,13497785,Caitlin,"Great room, walking distance from the bus station. Very easy check in and out. INCREDIBLY comfortable bed and pillows, nice warm shower, amazing plush carpet.<br/>Cooking facilities including microwave, kettle, fridge and hotplate- didn't have a chance to use these but it was an impressive set up!<br/>Gregg was so helpful by text despite us arriving very late at night, and leaving early."
10768745,61539633,05-02-2016,22294427,John,Elizabeth is great and communicates well.  I was a last minute booking and it went off without a hitch.  Elizabeth was great and helpful and very knowledgable about the history of the area.  The neighborhood is fantastic.  Off street parking is nice too.
10768745,68891151,07-04-2016,12531358,Marilyn,"I am a graduate student at U. Albany and wanted to stay in a quiet room near the school for a month while I worked on comprehensive exams. The room that Liz had available was quiet, in a great location in a peaceful neighborhood, close to shops, restaurants, and the school. The off street parking pot was convenient. Liz was a great host - flexible, accommodating and thoughtful - she put a table in the room for me to use as a workspace. <br/>"
10768745,73088609,06-05-2016,44679856,Carla,"I am a night shift worker and needed somewhere to get some R&R before my next shift. Liz made it so easy to get there, as well as have a lovely room with private bath to myself. Coming and going was also made easy. Thank you Liz!  "
10768745,74603559,16-05-2016,45239367,Yifan,Elizabeth is really nice and hospitable. She gave me a very warm welcome when I got there. Her place is in a park and the environment is very good. The room is very large and comfortable with a private bathroom. There is also a parking place. This is the place you want to spend the rest of life in.
10768745,76480805,27-05-2016,45555252,Pamela,"Beautiful and quiet neighborhood. Lovely setting in upscale location. The room was large and private bathroom a plus. I am 50, so my main complaint was the convertible sofa bed. Not very restful. If you are looking for quiet and a pool with shady deck space this summer, this place is for you! Awesome TV!"
10768745,82974956,30-06-2016,74503769,Thomas,Neighborhood was very quiet and private.  Enjoyed taking walks in the area in the evenings and there were a couple of places to shop or eat very nearby
10768745,84058360,05-07-2016,2722216,Wes,"I had a very nice stay at Elizabeth's place.  Refrigerator, microwave, wireless internet, parking, and private bathroom are included.  Nice neighborhood, and check-in and check-out were easy.  Would stay again! "
10768745,86931242,18-07-2016,76380273,Johannah,"My stay was wonderful! Studio is clean and exactly as described with access to a deck and a pool! Liz is a great host, very available if you have any problems but also gives plenty of privacy."
10768745,88716283,25-07-2016,36893068,Brian,"Thank you for your accommodation, the studio was very comforting and beautiful!"
10768745,89245884,27-07-2016,14095028,Marta,"I came to Albany for the New York Bar Exam. The studio was very comfortable and spacious and the neighbourhood is very peaceful. There is also a private bathroom. Elizabeth is a very warm and kind person who made my stay less stressful and helped me a lot! She was so kind to pick me up from the bus station, drive me to the exam site and arranged for a place where I could leave my luggage and pick it up after the last exam. We could only wish for more hosts who are so kind!"
10768745,92543442,09-08-2016,82718797,Debra,"My stay at this location was everything I expected.  I appreciated the off street parking and quiet neighborhood.  The space was large and comfortable.  Bathroom facilities were great.  I've slept on many fold out couches in my time and was a bit concerned by a previous reviewer's experience.  I slept very comfortably.  Thank you, Liz!"
10768745,96139293,21-08-2016,87119914,Timothy,"Liz was a great host- easy to talk to and very conscientious about making my stay as comfortable as possible- not only at her place and but in Albany altogether. Liz was also very respectful of my privacy. <br/>The self -contained room had everything I needed for a nine-day stay, very pleasant, and the built-in pool in the back is an extra bonus. Would definitely recommend staying there."
10768745,97442438,27-08-2016,88220010,Alison,"While I wasn't able to meet her, Elizabeth was a wonderful host. The room was absolutely lovely, and was everything I expected. The pull out couch was very comfortable, and I slept very well on it. I also liked being able to keep food cold for the week, and a way to heat it up. The neighborhood was very nice, and I felt comfortable taking a long walk around after work. I'm glad I was able to stay in such a welcoming place!"
10768745,97525871,27-08-2016,22059112,Julia,"Very nice host, Liz gave us a very friendly and pleasant welcome. <br/>Good and quiet neighborhood.<br/>"
10768745,97771502,28-08-2016,95755,Rosedel,"Elizabeth was great, courteous and helpful. The apartment was lovely, neat and true to the pictures. Would stay here again. "
10768745,102614041,18-09-2016,1740107,Dan,Checked in midday swam in the pool watched some college football. The Victorian decor was beautifully rhymed with heart of pine spotless floors. 
10768745,103100501,20-09-2016,95024412,Anisha,"Elizabeth is very friendly. She replied almost immediately. If you plan to stay here please make sure you know that there are no switches, there is a knob to turn the lights on. The studio is gorgeous, very nicely done, well maintained. I highly recommend staying here."
10768745,104443353,26-09-2016,95845410,Emaly,The room was great and very convenient.  Quite a steal for the price!
10768745,106681141,07-10-2016,22694319,Erica,"Liz left perfect instructions for how to get into her studio and was very accommodating of my ad lib arrival. Her place is exactly as pictured, and she was very attentive and accessible over text. I enjoyed the lovely neighborhood and felt safe and comfortable. "
10768745,107646228,11-10-2016,33617284,Valeria,Great location. The place was well equipped with everything needed for a pleasant stay. Communication was excellent. 
10768745,108111625,14-10-2016,36893068,Brian,"Beautiful studio apartment, thank you for the accommodation."
10768745,109881879,23-10-2016,82718797,Debra,"The accommodations are easily accessible.  I like to come and go as I please, and this location worked well.  The neighborhood is quiet and has sidewalks for anyone looking to take a walk.  Off street parking is a plus."
10768745,110978073,29-10-2016,42219433,Anne,"Usually when I imagine taking a trip by myself, I imagine having a luxurious room in which to relax--and then the reality is disappointing because I'm too cheap to get anything but the least expensive hotel room.<br/><br/>This was the exception.  Elizabeth's studio is entirely charming and quite spacious.  The bed was soft and cozy, and the photos on Airbnb do not do justice to how adorable the place is.  It's in a quiet residential area of rather stately houses but walking distance to a CVS and Dunkin' Donuts and a 10-15 drive to downtown Albany.  I would definitely return if I was coming back to Albany."
10768745,113712012,13-11-2016,16286162,Pat,"I happened to stay at Elizabeth's studio while visiting my daughter at Albany college of Pharmacy. I loved the Victorian style decoration in the studio, clean comfortable, self-contained, quiet and tree lined neighborhood.  The neighborhood is close to Albany Medical Center, St. Peter's hospital, Sage College and Albany Law School. Elizabeth was thoughtful and responsive. Will stay again"
10768745,114197818,16-11-2016,103267221,Lauren,"Meeting Liz was the best part of my trip to Albany! She is a warm host who put so much loving kindness into my stay, even offering me a ride to work and showing me other parts of her home. The neighborhood felt very safe and Liz's house is a block from the bus line to Albany Medical Center and downtown Albany. "
10768745,116005121,27-11-2016,92894105,Lindsay,Great location.  Very quiet and private.  
10768745,116454157,30-11-2016,45775085,Dardan,Great place.
10768745,117070491,04-12-2016,9811770,Jon,I very much enjoyed my stay with Liz in Albany. The room was well appointed and very comfortable. The location is in a nice neighborhood close to local restaurants and bars with easy access to downtown and major thoroughfares. Liz is always quick to respond to a message and made sure that all was well with the stay. I would highly recommend checking out her place when visiting Albany!
10768745,120466245,10-12-2016,95660676,Shreedevi,"The space was lovely and well decorated. It was homey. However, I could not get any sleep! The bed is so uncomfortable and I kept waking up. "
10768745,121037738,13-12-2016,100582451,Elizabeth,Clean and easy for a quick trip 
10768745,121692943,18-12-2016,24397565,Nicole,"Liz's place was perfect. It's a spacious studio and beautifully decorated. There was a fridge, freezer, toaster, and electric kettle. The bed was comfy and the bathroom had a tub! There's parking near the front door and the entrance to the studio is directly after walking in, so it's private. I had a wonderful stay!"
10768745,122719438,25-12-2016,63961589,Jane,"Elizabeth was there to greet me and very welcoming. Her home was on a quiet street in town but close to restaurants, shopping and night life. The bed was so comfortable and the place was set up so nice. I will come again the next time that I am in Albany visiting grandchildren."
10768745,123764484,30-12-2016,4755802,Martin,Spacious historic suites with tall ceilings. Location is very walkable in an older neighborhood featuring a large public green. A quiet single family neighborhood. A short walk to nearby commercial uses and quick drive to main roadways. 
10768745,125027707,03-01-2017,95503584,Mirrah,Elizabeth was an exceptional host. She personally came to pick me up from the station and made sure the room I stayed in had everything I possibly needed. The room was beautifully decorated with a mini kitchen and an attached bathroom and had a lot of amenities. The place was very close to CVS and dunkin and Subway and other restaurants. I'd definitely stay with her again if I ever visit Albany again.
10768745,126402739,11-01-2017,110141728,Kathy,"You will not be disappointed.  Good value, safe, clean and ver comfortable.  Would definitely return."
10768745,126517349,12-01-2017,75637270,Amina,Great place and great deal. Close to everything. Are room was upgraded for no fee which was very kind. Would definitely return.
10768745,127184170,16-01-2017,37836354,Joseph,Liz's place is great!! Clean and comfortable. Would stay again next time I'm in Albany 
10768745,127722016,20-01-2017,14095028,Marta,"This was the second time I stayed at Liz's place, this time with my mum. Liz is a great host and a very nice person. She kindly picked us up and drove us to the coach station and made sure we had everything we needed. We got a bigger room, which is very well equipped. We loved the electric mattress! :)"
10768745,127850853,21-01-2017,63639265,Wayne,"Very cozy, quiet, clean place! If you're in the Albany area, Liz is a great host! Highly recommend "
10768745,128072217,22-01-2017,36959568,Natalya,"Great stay, wonderful atmosphere!"
10768745,128431399,24-01-2017,2883335,Alon,"Wonderful place, and great host! Very generous, comfortable and perfect for an over night stay."
10768745,128656629,26-01-2017,73110189,Anitha,"Liz is an extremely kind and gracious host.  She picked me up from the Amtrack station and showed me where my meeting was.  She had tea, coffee, milk and sweeter in the room.  She had cable and a heated bed.  She really thought of everything a guest Could possibly need.  Her place was exactly as described.  Very unique and charming place that felt clean and safe.  Thank you Liz "
10768745,131249887,11-02-2017,81458056,Kendall,Wonderful accommodations. <br/>
10768745,132361136,17-02-2017,94540399,Tatiana,"This little apartment is a home away from home. It's quiet, private, and restful. Liz's attention to detail shows, from the well-stocked bathroom to the fact that there is a tea-maker in addition to a coffee machine. Liz communicated well throughout, and check-in was smooth. "
10768745,133428643,22-02-2017,7788626,Adi,"Liz's house was wonderful. It was quiet, cozy and warm, and I had a great time there. "
10768745,135302329,04-03-2017,69543072,Regina,"Liz was the ultimate host. The unit was extremely comfortable and conveniently located. I arrived at 1am and the bed was already warm for me!!!! Liz activated the heated blanket prior to my arrival.  It is extremely cold here...18 degrees when I arrived so that was truly thoughtful of her. Nice sized, cable TV that literally watched me was also available. LOL....I was exhausted. I'll always stay here if I'm near Albany!😍😍😍😍😍"
10768745,136423216,10-03-2017,118075443,Winfred,"Everything was just like Elizabeth described it as being,"
10768745,136563971,11-03-2017,42586756,Ashley,"This space is awesome! I'm a bit of an anglophile so just the ambiance and decoration of the flat was enough to win me over. The bed was comfortable and though there's not a kitchen, there's a mini-fridge and microwave - all the essentials you need. It was private and had off street parking which for Albany, is a luxury! I hope to stay here again and would highly recommend you do as well!"
10768745,150377421,07-05-2017,61967603,Giovanny,Elizabeth was very nice and helpful her house is very cozy and has everything you need she supplies it. Will definitely recommend staying here
10768745,150690875,08-05-2017,15657683,Sam,"Excellent place to stay.  Beautiful room and neighborhood.  Easy check-in/out. Very nice amenities coffee, toaster, soap etc."
10768745,153081018,19-05-2017,112770548,P,"This is a very lovely suite in a Victorian home. Private. Very pretty area, park like setting, close to everything. Walkable to stores. Hostess has every detail covered, literally bring your toothbrush. The bed was super comfy. Huge t.v., cable, WiFi. Easy access. Definitely recommend. 💓🖒"
10768745,153725558,21-05-2017,14314245,David,Cozy and comfortable small apartment in a great neighborhood!
10768745,154463816,24-05-2017,7808239,Enid,"Elizabeth has done a great job of creating a private apartment feeling in her home.  The home is on a small park on a really quiet street, and I opened the windows at night to a quiet evening.  Elizabeth was great to communicate with and left nice treats in the apartment - bagels in the fridge, milk, etc..<br/>The only thing I would note is that the bed is a pull-out couch with a mattress topper - it is pretty comfortable for a pull out couch, but it is not a bed per se.  So if you need a firm mattress, it would not be the best fit."
10768745,157750712,04-06-2017,39423359,Will,"I was so pleased with Liz's place. It was very comfortable, homey, and it corresponded exactly with the description. Albany turned out to be a lovely place to visit. I'll want to stay at this Airbnb the next time I come to Albany in a year. "
10768745,160069531,12-06-2017,23500984,Ashley,Would easily stay here again with no hesitation!
10768745,163762808,25-06-2017,5065637,Ilga,"Lovely host, spacious room, and great location, including a very nice leafy park across the street. "
10768745,165675671,01-07-2017,1816078,Suzanne,Quaint and spacious and a great location. Would stay again!<br/>Spacious
10768745,166740729,04-07-2017,2722216,Wes,"This was my second stay at Elizabeth's place, and I was happy to find almost all of the unit in the same condition it had been earlier.  But there was no air conditioning, as of early July 2017.<br/>"
10768745,168505789,09-07-2017,138266758,Brian,"Beautiful place, great value"
10768745,169771004,13-07-2017,109345250,Mardy, Lovely 
10768745,172038509,19-07-2017,138398806,Akshit,Liz was a very good host :) We had a wonderful stay. Look forward to staying there again if I ever come to this place next time .
10768745,173092780,22-07-2017,135894667,Omar,"The description of this room does not do its character and coziness any justice. Such an accommodating and kind host, at a beautiful home at an awesome location. You're central to anywhere you want to go in Albany or the surrounding capital district. Would recommend to any and everyone, unless they're considering visiting the same time I am! (I'd want it for myself again lol)"
10768745,173615719,23-07-2017,107265523,Ian,"If you get a chance to book this room, snap it up! Exquisitely appointed, and lovely.  The bed is a fold out and very soft, so not for people who need a hard sleeping surface.  Elizabeth is a delightful, thoughtful and engaging hostess.  I wish I had more time to chat with her!"
10768745,174983126,27-07-2017,14292383,William,"Great location, huge room, and best price. "
10768745,175725170,29-07-2017,78833127,Annie,"The studio had a lot of character, typical old school Albany feel. Had a very pleasant stay."
10768745,178519493,05-08-2017,125905409,Morgan,"The studio was perfect for my stay in Albany. It was both extremely comfortable and beautifully decorated. Liz had all the basics covered, making it much easier to pack for my trip. The location was great, both off of the main drag enough to be peaceful and still close enough to be convenient. I definitely hope to stay again in the future!"
10768745,180941610,11-08-2017,9152445,Marshall,The room is filled with British Isles old world charm that reminded me of my stays in Wales as a child.  Liz is a fantastic host and a kind person. She was very understanding about a last minute change in my work schedule and took it upon herself to assist me in finding an apartment - I'm new to the Albany area. Recommend highly.
10768745,181360518,12-08-2017,2203986,Amy,"Perfect, comfortable, clean, and very quiet. I stopped to sleep while driving from montreal to NYC - and Elizabeth's was a much nicer experience than staying in a motel. The check in /out process was easy, the room large, and while I didn't meet Elizabeth in person, she was easy to communicate with and everything was ready for me. Strongly recommend."
10768745,181893158,13-08-2017,23211505,Erin,"Elizabeth's place was great - private and quiet. Liz was easy to communicate with, and answered questions promptly. A great value for the price!"
10768745,182860074,15-08-2017,30868100,Matteo,"Liz was a very helpful host. The studio apartment was well equipped with minifridge, air conditioning etc. I had a great stay and would definitely recommend staying with Elizabeth!"
10768745,187202001,26-08-2017,147500345,Ajani,Elizabeth was an amazing host <br/>Her place is even more beautiful in person and my stay there was amazing.<br/>Look forward to coming back.
10768745,187733013,27-08-2017,145236096,Peter,Very convenient location and clean space. Liz is very responsive :)
10768745,188814363,30-08-2017,147723198,Phyllis,"I felt right at home.  This, I believe, is the best compliment one can give when they are away from home.  There wasn't one thing I needed that was not included in my accommodation.  In addition, Elizabeth provided coffee, tea, biscuits, soaps (of all kinds), blow dryer, iron.  She supplied it all.  Elizabeth is warm, pleasant and very welcoming.  I highly recommend her accommodations.  I liked staying at Elizabeth's so much I have re-booked for a longer stay next week."
10768745,190198312,03-09-2017,110806938,Edi,"Cozy and cute place to stay.  Easy check in and out.  Elizabeth was quick to accept and respond to my reservation which was short notice.  Even though the bed is a pull out couch, it was very comfortable.  Everything I needed was available."
10768745,190938208,05-09-2017,139724702,Rachel,"Adorable place! I had a nice time staying there. Studio was the perfect size for me and had everything that I needed. Liz was also very nice, and quickly responded to messages"
10768745,191744096,08-09-2017,147723198,Phyllis,"Elizabeth's accommodation are clean, comfortable, bright and welcoming.<br/>This is the second time I have stayed with her, and just like my first visit,<br/>I felt right at home.<br/>I highly recommend Elizabeth and her accommodations."
10768745,192503392,10-09-2017,64191915,Fraz,This place was extremely comfortable even though the bed is a pull out couch it feels just like a bed and is paired with an extremely comfortable blanket and more pillows that you will know what to do with. Depending on body sizes it might be too small for two people. All the creature comforts are available in the room including a large TV. The decor made me feel right at home and super relaxed. I would definitely recommend this place for someone that needs a place to stay.
10768745,192905362,11-09-2017,84004239,Valerie,"Lots of character in this cozy safe large studio. Lots of extras, micro wave, fridge and plenty of toiliteries. Off street parking and plenty of privacy at Elizabeth's place."
10768745,193449691,13-09-2017,53350519,Tim,The apartment was as described. Elizabeth was extremely responsive.
10768745,194040972,15-09-2017,26023661,Juan Pablo,"Her place was super clean, cozy, and convenient! Thank you!"
10768745,194310879,16-09-2017,6927487,Emilia,"This is an ideal Airbnb experience. Liz is a wonderful host, she made the check in smooth, easy and convenient. The location was beautiful, the room was perfectly equipped with a mini-fridge, AC, coffee maker and a clean bathroom. Liz even went above and beyond to make my stay easy, by driving me to my exam in the morning. I wish all Airbnb's were this well organized! Highly, highly recommend."
10768745,195258397,18-09-2017,101081033,Joan,"The location of this room is excellent, the neighborhood lovely but this room is not as represented. Half of the house appears to be owner occupied and the other half a boarding house. The room I rented looked like someone was living there and moved out so a guest could check in. <br/>There were open bottles of juice and milk in the mini fridge, new but food items left,  many leftover toiletries in the bath including used bars of soap, a dish full of change on the top of a radiator. The closet was 3/4 full of old linens, pillows, junk, the floor wasn't even clear for my suitcase. Coffee pot was not clean. The room was filled with extension cords one being plugged into the next, this is a safety hazard, one was taped to the floor. <br/>The owner entered my room and unplugged the A/C when I ran out to buy a cup of coffee and told me I did not pay enough to keep A/C running or lights on if I were not in the room. <br/>There was no exterior lighting or hallway lighting so the only way to even get to the house or unlock exterior and interior door was with the flashlight on my phone.<br/>I wish I could post pictures that would actually show what this property looked like."
10768745,197143671,24-09-2017,107265523,Ian,Still a gem!  Wish I could book this place every time.
10768745,197446363,25-09-2017,148417789,Oluwasegun,Really nice host and easy to communicate with.
10768745,199228550,01-10-2017,91022285,Cielo,"I really enjoyed staying at Elizabeth's place in Albany . It's a beautiful home and I like the vintage vibes about it . If you have an appreciation for older homes , you will love staying here . The room also had lovely decor . Pretty spacious and private bathroom . She also provides a mini fridge , hair dryer , shampoo , tea , coffee , milk , water etc . And nice flat screen tv to watch some shows on when you get back after a long day. I recommend this place to anyone who is staying in Albany , it's so close to downtown ! Go see and walk around  Washington Park - my favorite part about my day in Albany ."
10768745,201065766,07-10-2017,153118816,Kathleen,"Fantastic place. Comfy, safe, relaxing. Liz is a fantastic host. Super friendly and attentive. Great garden and lots of outdoor seating. This is a must stay place. You won't be disappointed. Thanks a bunch Liz for your hospitality and kindness."
10768745,202299734,10-10-2017,6279229,Lauree,"Lovely, cozy studio apartment attached to larger home. Easy communication and check-in and I felt comfortable and at home. Very quiet in the evening and a lovely neighborhood. I would recommend staying here and will consider staying again if I visit Albany in the future! Elizabeth goes above and beyond to make certain your stay is comfortable!"
10768745,203243602,14-10-2017,89446360,Tracy,I felt like a princess. It was like waking into an English Garden. I almost expected Bilbo Baggins to on my door for tea
10768745,203667239,15-10-2017,145236096,Peter,I stayed at Liz's place again and was not disappointed. Worth every penny!
10768745,204517095,18-10-2017,76310938,Magdala,Nice place to rest up and very private. Would return again
10768745,205009041,20-10-2017,154208802,Rosie,"Great, clean place to stay. Good location."
10768745,206460339,25-10-2017,118884450,Dan,"Lots of character and nice prints in this cute studio space! Quiet neighborhood but walking distance from some quick, convenient eats."
10768745,207172179,28-10-2017,26762085,Amy,"After a trip to NYC for business, I took the train from the city to Albany and did not arrive to Elizabeth's until 10:15 PM. Elizabeth's directions on parking, accessing the property, and description of the room in her listing were excellent. I was only there for 8 hours, enough time to shower, and get a good night of sleep before making the 3.5 hour drive home the next morning. The location is close to the Albany hospitals, and to local highways making it an ideal location for such a short visit."
10768745,207657258,29-10-2017,107265523,Ian,"Elizabeth is warm, kind and an impeccable decorator.  Her offering is delightful and should not be missed!"
10768745,208502738,01-11-2017,122119903,Calli,"I had a great stay at Liz's place. My only complaint is that the studio is right next to the front door, so I was woken up occassionally by people coming and going. All in all a great bargain, though!"
10768745,208911836,03-11-2017,88174613,Karen,"Perfect place for my short overnight stay.  The room was spacious, comfortable and clean.  The location was convenient and in a very quiet park area.  Liz's communication made it easy to find and gain access.  Would definitely stay again."
10768745,209681873,05-11-2017,62178889,Samantha,"Great value! As many others have said the pictures don’t do it justice, the room and bathroom are lovely. Only a $10 UBER ride from the bars I like to visit in Albany (Stout, Druthers, Biergarten, etc). Beautiful tub. Very clean. Nice & quiet. 👌🏼"
10768745,212979329,19-11-2017,107265523,Ian,"Elizabeth's room is a wonderful stay, and she is constantly improving her abode.  A lovely stay!"
10768745,213532711,21-11-2017,130831784,Darren,"Everything was as promised, check and out was no problem."
10768745,213897843,23-11-2017,157199506,Jasson,Great place for a trip
10768745,214805945,26-11-2017,139912905,Sherry,"Elizabeth was kind and very efficient directions and this is a quaint little studio. I found the decorations where very appealing and the little added ammendieiites put the icing on the cake of a cozy, warn, and friendly place to stay. The neighborhood was nice and it was quiet."
10768745,215084797,27-11-2017,147500345,Ajani,Elizabeth is a great host communication is on point. Staying at her place is so comfortable. You can't beat the value!!!
10768745,217501393,09-12-2017,91146656,João Paulo,"Elizabeth is a great host. Communication is easy and she is always ready to help. Her space is well located, clean and well kept. Would definitely stay there again."
10768745,218224941,11-12-2017,94281051,Yvaine,This is a hidden gem
